ccgp_project_id,Sample,genus,species,likely_assignment,minicore_seq_id,Group,Kingdom,Phylum,Class,Order,Family
1-Layia,BGB1696_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1696_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1714_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1714_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1712_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1712_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1717_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1717_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1683_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1683_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1709_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1709_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1318_LG,Layia,discoidea,no_pop_analysis,Layidisc_BGB1318_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1687_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1687_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1692_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1692_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1707_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1707_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1721_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1721_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1686_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1686_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1705_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1705_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA4_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA4_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1695_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1695_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO2_LG,Layia,discoidea,no_pop_analysis,Layidisc_RO2_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA11_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA11_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1716_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1716_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1684_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1684_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1694_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1694_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1723_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1723_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1702_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1702_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1711_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1711_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA7_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA7_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1710_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1710_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO4_LG,Layia,discoidea,no_pop_analysis,Layidisc_RO4_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2038_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2038_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2039_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2039_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1724_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1724_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO37_LG,Layia,discoidea,no_pop_analysis,Layidisc_RO37_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1690_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1690_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO1_LG,Layia,discoidea,no_pop_analysis,Layidisc_RO1_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1691_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1691_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO3_LG,Layia,discoidea,no_pop_analysis,Layidisc_RO3_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1701_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1701_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO14_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO14_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO13_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO13_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2011_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2011_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2012_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2012_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO35_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO35_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1700_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1700_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO9_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO9_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2046_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2046_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2010_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2010_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2021_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2021_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1725_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1725_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1703_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1703_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1699_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1699_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO8_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO8_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2041_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2041_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2023_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2023_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2014_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2014_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO11_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO11_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO36_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO36_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO7_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO7_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO10_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO10_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,SEW1621_LG,Layia,glandulosa,no_pop_analysis,Layiglan_SEW1621_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2069_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2069_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2061_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2061_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2043_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2043_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2042_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2042_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO15_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO15_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2002_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2002_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO20_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO20_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO38_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO38_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO24_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO24_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO19_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO19_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2032_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2032_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2067_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2067_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1189_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1189_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2044_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2044_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO16_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO16_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA10_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA10_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO32_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO32_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA3_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA3_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2008_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2008_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO12_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO12_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1720_LG,Layia,pentachaeta,no_pop_analysis,Layipent_BGB1720_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2020_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2020_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2051_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2051_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO31_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO31_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2004_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2004_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO34_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO34_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1697_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1697_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA2_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA2_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO22_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO22_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO6_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO6_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO30_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO30_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO18_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO18_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO29_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO29_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO27_LG,Layia,pentachaeta,no_pop_analysis,Layipent_RO27_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2016_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2016_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO17_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO17_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB826_LG,Layia,pentachaeta,no_pop_analysis,Layipent_BGB826_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,BGB1698_LG,Layia,glandulosa,no_pop_analysis,Layiglan_BGB1698_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,SM238_LG,Layia,glandulosa,no_pop_analysis,Layiglan_SM238_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO25_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO25_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,ILM2033_LG,Layia,glandulosa,no_pop_analysis,Layiglan_ILM2033_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,AA1_LG,Layia,glandulosa,no_pop_analysis,Layiglan_AA1_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO28_LG,Layia,pentachaeta,no_pop_analysis,Layipent_RO28_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
1-Layia,RO21_LG,Layia,glandulosa,no_pop_analysis,Layiglan_RO21_LG,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
10-Mimulus,MILA_P3P1_3E,Mimulus,lacinatus,K1,MILA_P3P1_3E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_8D,Mimulus,lacinatus,K1,MILA_P3P2_8D,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_8B,Mimulus,lacinatus,K1,MILA_P3P2_8B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_11E,Mimulus,lacinatus,K1,MILA_P3P2_11E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9C,Mimulus,lacinatus,K1,MILA_P3P2_9C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_11G,Mimulus,lacinatus,K1,MILA_P3P2_11G,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7E,Mimulus,lacinatus,K1,MILA_P3P2_7E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7F,Mimulus,lacinatus,K1,MILA_P3P2_7F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_8A,Mimulus,lacinatus,K1,MILA_P3P2_8A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_2H,Mimulus,lacinatus,K1,MILA_P3P1_2H,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7B,Mimulus,lacinatus,K1,MILA_P3P2_7B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_4C,Mimulus,lacinatus,K1,MILA_P3P1_4C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_5G,Mimulus,lacinatus,K1,MILA_P3P1_5G,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_10F,Mimulus,lacinatus,K1,MILA_P3P2_10F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_5E,Mimulus,lacinatus,K1,MILA_P3P1_5E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_10C,Mimulus,lacinatus,K1,MILA_P3P2_10C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_4F,Mimulus,lacinatus,K1,MILA_P3P1_4F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_12A,Mimulus,lacinatus,K1,MILA_P3P2_12A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9A,Mimulus,lacinatus,K1,MILA_P3P2_9A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_10B,Mimulus,lacinatus,K1,MILA_P3P2_10B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_2E,Mimulus,lacinatus,K1,MILA_P3P1_2E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7D,Mimulus,lacinatus,K1,MILA_P3P2_7D,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_3A,Mimulus,lacinatus,K1,MILA_P3P1_3A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_2A,Mimulus,lacinatus,K1,MILA_P3P1_2A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9B,Mimulus,lacinatus,K1,MILA_P3P2_9B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_12C,Mimulus,lacinatus,K1,MILA_P3P2_12C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7H,Mimulus,lacinatus,K1,MILA_P3P2_7H,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_11C,Mimulus,lacinatus,K1,MILA_P3P2_11C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_8F,Mimulus,lacinatus,K1,MILA_P3P2_8F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_6H,Mimulus,lacinatus,K1,MILA_P3P1_6H,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_3C,Mimulus,lacinatus,K1,MILA_P3P1_3C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_7C,Mimulus,lacinatus,K1,MILA_P3P2_7C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_4B,Mimulus,lacinatus,K1,MILA_P3P1_4B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9G,Mimulus,lacinatus,K1,MILA_P3P2_9G,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_12D,Mimulus,lacinatus,K1,MILA_P3P2_12D,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_4E,Mimulus,lacinatus,K1,MILA_P3P1_4E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9D,Mimulus,lacinatus,K1,MILA_P3P2_9D,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_5C,Mimulus,lacinatus,K1,MILA_P3P1_5C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_1C,Mimulus,lacinatus,K1,MILA_P3P1_1C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_5H,Mimulus,lacinatus,K1,MILA_P3P1_5H,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_2C,Mimulus,lacinatus,K1,MILA_P3P1_2C,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_6E,Mimulus,lacinatus,K1,MILA_P3P1_6E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_10E,Mimulus,lacinatus,K1,MILA_P3P2_10E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_1E,Mimulus,lacinatus,K1,MILA_P3P1_1E,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_11A,Mimulus,lacinatus,K1,MILA_P3P2_11A,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_9F,Mimulus,lacinatus,K1,MILA_P3P2_9F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_1G,Mimulus,lacinatus,K1,MILA_P3P1_1G,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_11D,Mimulus,lacinatus,K1,MILA_P3P2_11D,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P2_12B,Mimulus,lacinatus,K1,MILA_P3P2_12B,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
10-Mimulus,MILA_P3P1_1F,Mimulus,lacinatus,K1,MILA_P3P1_1F,HerbaceousPlants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae
