ccgp_project_id	Sample	genus	species	Group	Kingdom	Phylum	Class	Order	Family	land_type
32-Aquilegia	Aqufor_Aqf_sh_68	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_61	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq230	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af4	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq327	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq217	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq291	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af218	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq277	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_59	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af221	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq221	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq219	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_55	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_75	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_73	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq316	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq260	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_71	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq320	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq335	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq261	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq313	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq308	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_46	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_31	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_57	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq302	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq228	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq322	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_51	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq226	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq289	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af114	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq224	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af124	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_29	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_21	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq305	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq307	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq312	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_30	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq310	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_27	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af229	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_10	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_5	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_108	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq317	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq333	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_YNP_39	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq287	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_22	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af9	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af11	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_47	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Af8	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_66	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq223	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq258	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aq288	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqufor_Aqf_sh_14	Aquilegia	formosa	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap201	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap193	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap200	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap194	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap142	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap139	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap132	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap107	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap110	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap128	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap197	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap116	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph125	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap140	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap141	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap120	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap101	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap134	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap127	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap109	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap186	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap143	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap124	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap138	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap135	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap187	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap183	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap113	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap205	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap164	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap145	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap106	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap172	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph137	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap174	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap209	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap150	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap161	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph130	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph135	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap160	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap176	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap166	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap159	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap157	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap169	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap196	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap147	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap154	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Afh101	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap153	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aqh101	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap210	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap203	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap185	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap146	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap206	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap188	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap152	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph127	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap118	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap136	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph123	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap1	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap190	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap4	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap184	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap8	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap223	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap231	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap215	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap226	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph141	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap7	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap227	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap219	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap212	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap225	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap213	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap230	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap217	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Aph143	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap229	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap220	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap216	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
32-Aquilegia	Aqupub_Ap6	Aquilegia	pubescens	HerbaceousPlants	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	terrestrial
33-Eucyclogobius	Euckri_67SAO_16_Ene418_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_67SAO_16_Ene419_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_72COC_16_Ene468_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_68LAF_98_Ene435_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_70ALC_98_Ene488_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_70ALC_98_Ene486_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_67SAO_04_Ene399_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_70ALC_07_Ene491_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_69HIL_98_Ene439_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_70ALC_98_Ene487_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_68LAF_98_Ene434_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_68LAF_07_Ene403_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_71FRL_98_Ene441_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
33-Eucyclogobius	Euckri_67SAO_04_Ene398_M	Eucyclogobius	kristinae	MarineFish	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	marine
