FREM009_I	38.85091	-122.39566
FREM033_A	39.21954	-121.04371
FREM009_C	38.85091	-122.39566
FREM009_F	38.85091	-122.39566
FREM009_E	38.85091	-122.39566
FREM033_B	39.21954	-121.04371
FREM033_C	39.21954	-121.04371
FREM039_A	39.17389	-121.10782
FREM039_D	39.17428	-121.10754
FREM039_F	39.174131	-121.107415
FREM039_E	39.17429	-121.10744
FREM039_C	39.17405	-121.1076
FREM039_B	39.17404	-121.10764
FREM048_A	39.463364	-121.29255
FREM048_B	39.463717	-121.292567
FREM048_D	39.468716	-121.290009
FREM157_A	40.644	-122.54766
FREM157_C	40.64403	-122.54875
FREM070_B	38.7202986	-120.989317
FREM156_B	40.63832	-122.5977
FREM070_C	38.71936	-120.99017
FREM155_A	40.646868	-122.522533
FREM159_A	39.219793	-121.042334
FREM066_A	38.7146978	-120.9916362
FREM070_A	38.72028	-120.98951
FREM160_A	39.219533	-121.0438202
FREM159_C	39.219471	-121.0438
FREM154_B	40.291	-122.877
FREM156_C	40.64385	-122.60072
FREM156_D	40.64364	-122.60126
FREM159_B	39.21945	-121.043816
FREM160_B	39.219181	-121.043807
FREM155_C	40.64834	-122.52552
FREM154_A	40.291	-122.877
FREM155_B	40.64797	-122.5259
FREM155_D	40.64844	-122.52568
FREM156_A	40.64463	-122.60102
FREM157_B	40.644	-122.59815
FREM160_C	39.21973	-121.04382
FREM159_D	39.219793	-121.043845
FREM048_C	39.46863	-121.29012
FREM070_D	38.71855	-120.98999
FREM161_B	38.7305	-120.99824
FREM161_A	38.73035	-120.99702
FREM162_A	38.72186	-120.98645
FREM161_C	38.73041	-120.99796
FREM161_F	38.66407	-120.94732
FREM161_D	38.73038	-120.99803
FREM161_E	38.72947	-120.99879
FREM162_C	38.72206	-120.98669
FREM162_B	38.72195	-120.98655
FREM162_D	38.72201	-120.98686
FREM163_A	38.7164	-120.99892
FREM009_A	38.85091	-122.39566
